Lab Id,Laboratory
345,"[Germany, Berlin] Freie Universitaet Berlin"
1618,"[Germany, Munich] Freunde von GISAID e.V."
315,"[Germany, Greifswald-Insel Riems] Friedrich-Loeffler-Institut"
1758,"[Germany, Insel Riems] GISAID"
1688,"[Germany, Berlin] GISAID 2.0 Development Access"
2619,"[Germany, Munich] GISAID Initiative"
1700,"[Germany, Berlin] Humboldt-Universitaet zu Berlin"
3167,"[Germany, Hamburg] Institut für Hygiene und Umwelt"
1885,"[Germany, Freiburg] Institut für Mikrobiologie und Hygiene"
1146,"[Germany, München] Institut für Virenforschung"
3027,"[Germany, Giessen] Institute of Medical Virology, Justus-Liebig-University Giessen,"
337,"[Germany, Hannover] Institute of Virology"
309,"[Germany, Duisburg] KISTERS AG"
2498,"[Germany, Cuxhaven] LOHMANN TIERZUCHT GmbH"
1016,"[Germany, Munich] Labor Becker, Olgemoeller"
1701,"[Germany, Stuttgart] Labor Enders, Prof. Dr. med. Gisela Enders & Kollegen, MVZ, Medizinis ..."
1041,"[Germany, Halle, Saale] Landesamt fuer Verbraucherschutz Sachsen-Anhalt"
1042,"[Germany, Halle, Saale] Landesamt fuer Verbraucherschutz Sachsen-Anhalt"
2709,"[Germany, Rostock] Landesamt für Landwirtschaft, Lebensmittelsicherheit und Fischerei (LAL ..."
2697,"[Germany, Stendal] Landesamt für Verbraucherschutz Sachsen-Anhalt"
3168,"[Germany, Gießen] Landesbetrieb Hessisches Landeslabor"
1887,"[Germany, Stuttgart] Landesgesundheitsamt Baden-Württemberg"
2714,"[Germany, Berlin] Landeslabor Berlin-Brandenburg"
2644,"[Germany, Berlin] Landeslabor Brandenburg-Berlin"
2712,"[Germany, Neumünster] Landeslabor Schleswig-Holstein"
2717,"[Germany, Koblenz] Landesuntersuchungsamt Koblenz"
1038,"[Germany, Dresden] Landesuntersuchungsanstalt fuer das Gesundheits- und Veterinaerwesen Sa ..."
1039,"[Germany, Dresden] Landesuntersuchungsanstalt fuer das Gesundheits- und Veterinaerwesen Sa ..."
2693,"[Germany, Leipzig] Landesuntersuchungsanstalt für das Gesundheits- und Veterinärwesen Sach ..."
2694,"[Germany,  Leipzig] Landesuntersuchungsanstalt für das Gesundheits- und Veterinärwesen Sac ..."
2695,"[Germany, Oldenburg] Lebensmittel- und Veterinärinstitut Oldenburg - Standort Veterinärins ..."
2259,"[Germany, Leipzig] Leipzig University"
3752,"[Germany, Hannover] Lower Saxony State Office for Consumer Protection & Food Safety"
3750,"[Germany, Hannover] Lower Saxony State Office for Consumer Protection and Food Safety"
3751,"[Germany, Hannover] Lower Saxony State Office for Consumer Protection and Food Safety"
1502,"[Germany, Saarbrücken] MPI"
308,"[Germany, Saarbruecken] Max Planck Institute for Informatics"
1816,"[Germany, Karslruhe] Medizinisches Versorgungszentrum Labor Prof. Seelig  GbR"
1040,"[Germany, Hannover] Niedersaechsisches Landesgesundheitsamt"
1802,"[Germany, Berlin] Robert Koch Institute Nationales Referenzzentrum für Influenza"
2441,"[Germany, Berlin] Robert Koch-Institut"
2019,"[Germany, Berlin] Robert Koch-Institute Nationales Referenzzentrum für Influenza"
2442,"[Germany, Berlin] Robert-Koch-Institut"
1685,"[Germany, Birkenwerder] Scopeland Technology GmbH"
2216,"[Germany, Braunschweig] Stiftung Tierärztliche Hochschule Hannover"
1886,"[Germany, Bad Langensalza] Thüringer Landesamt für Verbraucherschutz"
2716,"[Germany, Bad Langensalza] Thüringer Landesamt für Verbraucherschutz (TLAV)"
3164,"[Germany, Hannover] Tierärztliche Hochschule Hannover"
50,"[Germany, Cologne] University of Cologne"
1013,"[Germany, Regensburg] University of Regensburg"
1884,"[Germany, Münster] Universitätsklinikum Münster, Institut für Medizinische Mikrobiologie,  ..."
3020,"[Germany, Leipzig] Vaxxinova Diagnostics GmbH"
3570,"[Ghana, Accra] Centers for Disease Control and Prevention"
2522,"[Ghana, Accra] Noguchi Memorial Institute for Medical Research (NMIMR)"
191,"[Ghana, Accra] University of Ghana"
1933,"[Ghana, Accra] Veterinary Services Directorate, Ministry of Food and Agriculture"
221,"[Greece, Thessaloniki] Aristotelian University of Thessaloniki"
3281,"[Greece, Athens] Hellenic Pasteur Institute"
1429,"[Greece, Athens] Hellenic Pasteur Institute"
2561,"[Greece, Thessaloniki] National Influenza Centre for N Greece"
2731,"[Greece, Thessaloniki] National Influenza Centre for Northern Greece"
1622,"[Greece, Thessaloniki] National Influenza Centre for Northern Greece"
2143,"[Greece, Thessalonica] Thessalonica Veterinary Centre (TVC)"
2703,"[Grenada, St. George] General Hospital Laboratory"
2702,"[Grenada, St. George] General Hospital Laboratory"
2591,"[Guam, Mangilao] Guam Department of Public Health"
262,"[Guam, Mangilao] PIHOA Regional Public Health Laboratory Services"
1356,"[Guatemala, Villa Nueva] Laboratorio Nacional De Salud Guatemala"
1357,"[Haiti, Port-au-Prince] Laboratoire National de Sante Publique"
3672,"[Honduras, Tegucigalpa] Instituto Hondureno de Investigaciones Medico Veterinarias SAG-SEN ..."
1358,"[Honduras, Tegucigalpa] Laboratorio Nacional de Virologia"
1683,"[Hong Kong (SAR), Hong Kong] Agriculture, Fisheries and Conservation Department"
1908,"[Hong Kong (SAR), Hong Kong] Center of Influenza Research, School of Public Health, Li Ka  ..."
200,"[Hong Kong (SAR), Kowloon] Government Virus Unit"
3095,"[Hong Kong (SAR), Hong Kong] Hong Kong Children's Hospital"
1503,"[Hong Kong (SAR), Hong Kong] Hong Kong Department of Health"
3634,"[Hong Kong (SAR), Hong Kong] Hong Kong Department of Health , Public Health Laboratory Ser ..."
3367,"[Hong Kong (SAR), Hong Kong] Hong Kong University"
1967,"[Hong Kong (SAR), Hong Kong] Li Ka Shing Faculty of Medicine, The University of Hong Kong"
166,"[Hong Kong (SAR), Hong Kong SAR] Queen Mary Hospital"
167,"[Hong Kong (SAR), Pokfulam] State Key Laboratory of Emerging Infectious Diseases"
1682,"[Hong Kong (SAR), Hong Kong SAR] Tai Lung Veterinary Laboratory, AFCD"
1965,"[Hong Kong (SAR), Hong Kong] The University of Hong Kong"
2051,"[Hong Kong (SAR), Hong Kong] The University of Hong Kong"
2219,"[Hong Kong (SAR), Hong Kong] The University of Hong Kong"
3579,"[Hong Kong (SAR), Hong Kong] The University of Hong Kong"
3366,"[Hong Kong (SAR), Hong Kong] The University of Hong Kong"
3325,"[Hong Kong (SAR), Hong Kong] The University of Hong Kong"
3155,"[Hong Kong (SAR), Hong Kong] The University of Hong Kong"
3158,"[Hong Kong (SAR), Hong Kong] The University of Hong Kong"
3088,"[Hong Kong (SAR), Hong Kong] The University of Hong Kong"
2468,"[Hong Kong (SAR), Hong Kong] The University of Hong Kong"
1909,"[Hong Kong (SAR), Hong Kong] The University of Hong Kong"
3587,"[Hong Kong (SAR), Hong Kong ] The University of Hong Kong"
2246,"[Hong Kong (SAR), Hong Kong ] The University of Hong Kong"
1901,"[Hong Kong (SAR), Hong Kong] Virology Division"
1359,"[Hungary, Budapest] B. Johan National Center for Epidemiology, National Influenza Center"
1024,"[Hungary, Budapest] Central Veterinary Institute Budapest"
1746,"[Hungary, Kőszeg] Danam.Vet.Molbiol"
1955,"[Hungary, Budapest] Hungarian National Center of Epidemiology"
2503,"[Hungary, Budapest] National Center for Epidemiology"
1954,"[Hungary, Budapest] National Center for Epidemiology, National Influenza Center"
2460,"[Hungary, Budapest] National Food Chain Safety Office (NFCSO)"
2018,"[Hungary, Budapest] National Food Chain Safety Office Veterinary Diagnostic Directorate La ..."
3082,"[Hungary, Budapest] National Food Chain Safety Office, Hungary"
2654,"[Hungary, Budapest] National Public Health Center"
2157,"[Hungary, Budapest] National Public Health Institute"
3056,"[Hungary, Üllő ] SCG Diagnostics"
3058,"[Hungary, Üllő] SCG Diagnostics"
3057,"[Hungary, Üllő] SCG diagnostic"
3363,"[Iceland, Garðabær] Icelandic Institute of Natural History"
3364,"[Iceland, 210 Garðabær] Icelandic Institute of Natural History"
244,"[Iceland, Reykjavik] Landspitali - University Hospital"
1474,"[Iceland, Reykjavík] University of Iceland"
3365,"[Iceland, 112 Reykjavík] University of Iceland, Keldur"
1125,"[India, New Delhi] All India Institute of Medical Sciences"
1126,"[India, New Delhi] All Institute of Medical Sciences"
3323,"[India, Gwalior] Defence Research & Development Establishment (DRDE)"
3322,"[India, Gwalior] GRMC"
2017,"[India, Bhopal] ICAR-National Institute of High Security Animal Diseases"
3794,"[India, Bhopal] ICAR-National Institute of High Security Animal Diseases"
2016,"[India, Bhopal] ICAR-National Institute of High Security Animal Diseases"
3160,"[India, Nicobar Islands] ICMR Regional Medical Research Institute"
3067,"[India, Pune] ICMR-National Institute of Virology"
3736,"[India, Dibrugarh] ICMR-RMRC NE"
3726,"[India, Jabalpur] Indian Council of Medical Research"
2152,"[India, Vasant Kunj] Institute of Liver and Biliary Sciences"
2151,"[India, New Delhi] Institute of Liver and Biliary Sciences"
2184,"[India, Puducherry] Jawaharlal Institute of Postgraduate Medical Education Research"
3703,"[India, Lucknow] King George's Medical University"
1490,"[India, Manipal] Manipal Centre for Virus Research"
1875,"[India, Delhi] National Centre for Disease Control"
1876,"[India, New Delhi] National Centre for Disease Control (NCDC)"
3722,"[India, Delhi] National Institute of Communicable Diseases"
322,"[India, Pune] National Institute of Virology"
3457,"[India, Chandigarh] Post Graduate Institute of Medical Education & Research"
2133,"[India, chandigarh] Post Graduate Institute of medical education and research(PGIMER)"
2134,"[India, Chandigarh] Postgraduate Institute of Medical Education & Research (PGIMER)"
3745,"[India, Dibrugarh] Regional Medical Research Centre, NE (ICMR)"
1360,"[India, Pune] Serum Institute of India"
2673,"[India, Srinagar] Sher-i-Kashmir Institute of Medical Sciences"
3730,"[India, Chennai] University of Madras"
2192,"[Indonesia, Surabaya] Airlangga University"
2237,"[Indonesia, Surabaya] Airlangga University"
1742,"[Indonesia, Bogor] BBalitvet"
2655,"[Indonesia, Bogor] BBalitvet"
2239,"[Indonesia, Wates] Balai Besar Veteriner Wates"
2113,"[Indonesia, Cikole  Lembang] Balai Penyidikan Penyakit Hewan dan Kesmavet (BPPHK) Dinas Pe ..."
2112,"[Indonesia, Subang] Balai Veteriner Subang"
2238,"[Indonesia, Daerah Istimewa Yogyakarta] Center for Veterinary Wates"
3244,"[Indonesia, Denpasar] Disease Investigation Center Denpasar (Balai Besar Veteriner Denpasa ..."
3238,"[Indonesia, Maros] Disease Investigation Center Maros (Balai Besar Veteriner Maros)"
3269,"[Indonesia, Medan] Disease Investigation Center Medan (Balai Veteriner Medan)"
3237,"[Indonesia, Wates] Disease Investigation Center Wates (Balai Besar Veteriner Wates)"
1424,"[Indonesia, Maros] Disease Investigation Centre Maros (BBVM)"
1421,"[Indonesia, Bukittinggi] Disease Investigation Centre Regional II Bukittinggi (BPPVRII)"
1423,"[Indonesia, Bandar Lampung] Disease Investigation Centre Regional III Bandar Lampung"
1425,"[Indonesia, Banjarbaru] Disease Investigation Centre Regional V Banjarbaru (BPPVRV)"
1422,"[Indonesia, Wates] Disease Investigation Centre Wates (BBVW)"
1730,"[Indonesia, Jakarta] Dr. Teguh Y. Prajitno"
2683,"[Indonesia, Jakarta] Eijkman Institute for Molecular Biology"
2678,"[Indonesia, Jakarta] Eijkman Institute for Molecular Biology"
2681,"[Indonesia, Jakarta] Eijkman Institute for Molecular Biology"
2682,"[Indonesia, Jakarta] Eijkman Institute for Molecular Biology"
2679,"[Indonesia, Jakarta] Eijkman Institute for Molecular Biology"
307,"[Indonesia, Jakarta] Eijkman Institute for Molecular Biology"
2680,"[Indonesia, Jakarta] Eijkman Institute for Molecular Biology"
2243,"[Indonesia, Sumedang] Faculty of Medicine, Universitas Padjadjaran"
1541,"[Indonesia, Jakarta] Faculty of Medicine, University of Indonesia"
2656,"[Indonesia, Bogor] Indonesian Research Center for Veterinary Science"
2650,"[Indonesia, Bogor] Indonesian Research Center for Veterinary Science"
2722,"[Indonesia, Bogor] Indonesian Research Center for Veterinary Sciences (IVETRI)"
2659,"[Indonesia, Bogor] Indonesian Research Center for Veterinary Sciences (IVETRI)"
2185,"[Indonesia, Surabaya] Institute of Tropical Disease"
1930,"[Indonesia, Surabaya] Institute of Tropical Disease at Airlangga University"
1929,"[Indonesia, Surabaya] Institute of Tropical Disease, Universitas Airlangga"
2501,"[Indonesia, Surabaya] Institute of Tropical Disease, Universitas Airlangga"
2649,"[Indonesia, Jakarta] Japfa Comfeed Indonesia PT"
3236,"[Indonesia, Wates] Ministry of Agriculture Republic of Indonesia"
236,"[Indonesia, Jakarta] Ministry of Health, NIHRD"
1428,"[Indonesia, Jakarta] National Institute of Health Research and Development"
1427,"[Indonesia, Jakarta] National Institute of Health Research and Development"
3772,"[Indonesia, Bogor] National Research and Innovation Agency (BRIN)"
2517,"[Indonesia, Bogor] PT. Vaksindo Satwa Nusantara"
3741,"[Indonesia, Kabupaten Bogor] Research Organization for Health, National Research and Innov ..."
3714,"[Indonesia, Wates] The Indonesian Ministry of Agriculture"
1361,"[Indonesia, Jakarta] U.S. NAMRU-2 - Indonesia"
3090,"[Indonesia, Jakarta] Universitas Indonesia"
2114,"[Indonesia, Denpasar] Universitas Udayana"
1991,"[Indonesia, Gunung Putri Bogor] Vaksindo"
2648,"[Indonesia, Bogor] Vaksindo Satwa Nusantara"
2507,"[Iran, Islamic Republic of, Tehran] Iranian National Influenza Center"
2297,"[Iran, Islamic Republic of, Tehran] National Influenza Center of Iran, Virology Department ..."
2197,"[Iran, Islamic Republic of, Tehran] Pasteur Institute of Iran (IPI)"
2943,"[Iran, Islamic Republic of, Karaj] Razi Vaccine and Serum Research Institute"
196,"[Iran, Islamic Republic of, Teheran] Tehran University of Medical Sciences"
2298,"[Iran, Islamic Republic of, Tehran] Tehran University of Medical Sciences"
2449,"[Iran, Islamic Republic of, Tehran] Tehran University of Medical Sciences"
2508,"[Iran, Islamic Republic of, Tehran] Tehran University of Medical Sciences"
3725,"[Iran, Islamic Republic of, Tehran] University of Tehran"
3046,"[Iraq, Baghdad] Central Veterinary Labs"
1033,"[Iraq, Baghdad] Ministry of Health, National Influenza Center"
1045,"[Iraq, Baghdad] National Influenza Centre of Iraq"
1505,"[Ireland, Celbridge] Central Veterinary Research Laboratory"
2355,"[Ireland, County Kildare] Irish Equine Centre"
2356,"[Ireland, Naas] Irish Equine Centre (IEC)"
2073,"[Ireland, Dublin] UCD National Virus Reference Laboratory"
225,"[Ireland, Dublin] UCD National Virus Reference Laboratory"
155,"[Israel, Tel Hashomer] Central Virology Laboratory Israel (NIC)"
2470,"[Israel, Ramat Gan] Chaim Sheba Medical Center"
3335,"[Israel, Rishon LeZion] Kimron Veterinary Institute"
2093,"[Israel, Bet Dagan] Kimron Veterinary Institute"
3214,"[Israel, Ramat Gan] Ministry of Health Israel"
2264,"[Italy, Napoli] AO dei Colli  Monaldi - Cotugno, U.O .C. Microbiologia e Virologia"
2263,"[Italy, Napoli] AO dei Colli  Monaldi - Cotugno, U.O .C. Microbiologia e Virologia, Labora ..."
2168,"[Italy, Florence] AOU Meyer"
2446,"[Italy, Turin] Amedeo di Savoia Hospital"
338,"[Italy, Rome] Army Medical and Veterinary Research Center"
3609,"[Italy, Bolzano] Azienda Sanitaria dell'Alto Adige"
3438,"[Italy, Milan] Clinical Laboratory, Maggiore Policlinico Hospital and IRCCS Ca' Granda Fou ..."
3432,"[Italy, Bari] Department of Interdisciplinary Medicine -University of Bari"
3403,"[Italy, Bari] Department of Interdisciplinary Medicine -University of Bari"
2097,"[Italy, Pavia] Fondazione IRCCS Policlinico San Matteo"
1469,"[Italy, Rome] Food and Agriculture Organization of the United Nations (FAO)"
1966,"[Italy, ROME] Food and Agriculture Organization of the United Nations (FAO)"
234,"[Italy, Trieste] Instituto di Igiene"
1851,"[Italy, Rome] Istituto Superiore di Sanità"
